Attrition,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,Top_Attrition_Reasons
0,36,1,2,5914,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,6,2622,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,5,12185,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,10609,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,4345,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,59,1,6,2177,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,2,8,2793,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,7918,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,8789,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,29,1,6,2389,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,1,2,3212,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,3,19232,22,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,59,0,1,2267,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,2,3,19517,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,2,2436,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,2,3,16064,17,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,2,2707,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,2,3,19068,33,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,2,8,3931,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,32,1,2,3730,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,2,2232,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,2,7,4465,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,6,3072,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,6,3319,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,3,19202,24,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,5,13675,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,6,2911,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,4,5957,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,6,3920,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,4,6434,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,37,1,4,10048,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,0,10938,19,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,6,2340,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,6,6545,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,6931,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,25,1,4,4898,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,2,2593,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,5,19436,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,51,1,6,2723,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,31,1,2,3479,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,2794,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,5249,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,2176,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,2,3,16872,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,28,1,2,3485,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,6644,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,0,5582,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,25,1,0,4000,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,0,13496,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,2,3210,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,3,19045,36,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,47,1,3,11849,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,2070,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,2,7,6502,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,21,1,6,3230,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,5,13603,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,3,11996,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,5605,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,4,6397,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,5,19144,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,53,1,5,17584,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,2,7,4907,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,4554,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,2,5415,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,0,4741,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,6,2115,17,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,44,1,2,3161,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,0,5745,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,1,2,2373,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,3310,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,49,1,5,18665,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,6,4485,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,8,2789,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,2,7,5828,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,6,2326,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,2,7,13525,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,18,1,2,1420,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,8020,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,2,3688,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,51,1,4,5482,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,2,3,16015,22,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,18,2,8,1200,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,0,5661,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,7,6929,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,0,9613,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,2,5674,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,2,7,5484,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,5,12061,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,58,1,0,5660,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,6,4821,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,0,1,6410,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,2,5210,24,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,6,2695,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,3,11878,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,3,17068,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,2,2455,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,49,1,0,13964,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,52,1,6,4941,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,6,2478,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,2,7,5228,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,2,7,4478,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,7,7547,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,6,5055,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,28,1,6,3464,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,6,5775,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,8943,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,3,19272,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,39,2,7,5238,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,2,7,4682,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,1,5,18300,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,2,5257,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,2,7,6349,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,54,1,6,4869,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,0,9985,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,6,3697,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,7,7457,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,29,1,2,2119,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,2,3983,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,6118,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,2,7,6214,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,4,6347,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,5,11510,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,7143,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,8268,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,4,8095,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,23,1,6,2904,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,4,6032,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,2,8,2976,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,5,15992,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,7,4649,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,0,1,2696,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,2370,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,48,2,3,12504,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,6,5974,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,4736,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,2,7,5296,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,0,6781,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,21,2,8,2174,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,2,7,6653,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,2,7,9699,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,57,1,0,6755,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,2,2213,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,21,2,8,2610,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,2,8,2851,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,2,3452,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,4,5258,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,41,2,7,9355,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,0,10496,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,40,2,7,6380,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,6,2657,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,21,2,8,2716,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,6,2201,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,0,6540,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,2,3816,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,2,7,5253,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,49,1,0,10965,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,51,2,7,4936,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,6,2543,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,34,2,7,5304,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,3,16659,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,24,2,7,4260,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,8,2476,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,1,6,3102,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,22,1,6,2244,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,2,7,7596,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,30,1,6,2285,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,2,3034,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,7,5715,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,2,2576,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,4,4197,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,5,14336,25,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,2,3448,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,54,1,5,19406,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,2,7,6538,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,4306,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,2,2258,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,0,4522,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,25,2,7,4487,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,6,4449,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,2,2218,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,3,19197,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,56,2,7,13212,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,6577,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,2,7,8392,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,2,4558,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,25,1,2,4031,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,1,4,7969,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,6,2654,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,1,3,16555,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,6,4556,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,4,6091,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,60,1,3,19566,29,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,4,4810,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,0,4523,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,24,2,8,3202,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,34,2,8,2351,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,2,1702,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,3,18041,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,6,2886,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,2,2097,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,5,11935,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,29,1,6,2546,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,19,0,1,2564,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,8412,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,57,2,3,14118,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,3,17046,27,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,2,2564,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,60,2,7,10266,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,1,4,5070,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,5,17861,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,2,4230,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,54,1,2,3780,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,6,2768,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,2,7,9071,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,10648,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,3,13610,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,2,3408,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,8,2983,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,0,7632,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,31,1,0,9824,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,34,0,1,9950,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
